Nazwisko,Liczba wystąpień
WINCZASZEK,6
WINCZUR,6
WINDERLICH,6
WINDISZ,6
WINDYŚ,6
WINGRYS,6
WINICZEŃKO,6
WINIK,6
WINKELBAUER,6
WINN,6
WINNIKÓW,6
WINOBER,6
WINSCHE,6
WINSTON,6
WIONZEK,6
WIOS,6
WIOSETEK,6
WIRBEL,6
WIRGANOWICZ,6
WIRKIEWICZ,6
WIRRWITZ,6
WIRSTNIK,6
WIRSZKE,6
WIRTLEWSKA,6
WIRUĆ,6
WIRŻYŃSKA,6
WISCHNIEWSKI,6
WISIOŁOWSKA,6
WISTER,6
WISZKARÓW,6
WISZKO,6
WISZNIOWIECKA,6
WIŚNIERSKA,6
WIŚNIESKA,6
WIŚNIEWSKA-BARAN,6
WIŚNIEWSKA-NOWAK,6
WITACZEK,6
WITAŁKA,6
WITARZEWSKA,6
WITASZCZAK,6
WITASZYŃSKA,6
WITCHEN,6
WITCHÓW,6
WITKI,6
WITKOS,6
WITKOWSKA-DĄBROWSKA,6
WITKOWSKA-NOWAK,6
WITKOWSKA-SIKORA,6
WITLINGER,6
WITOMIERZ,6
WITSANKO,6
WITTECZEK,6
WITTNEBEN,6
WITUSIEWICZ,6
WITUSZEWSKA,6
WITZENBACH,6
WITZLEBEN,6
WIWCZAREK,6
WIZERUK,6
WIZGACZ,6
WIŻYN,6
WLACHOJORGOS,6
WLACHOS,6
WLADESCU,6
WLOSSEK,6
WŁADA,6
WŁADZIKOWSKA,6
WŁASÓW,6
WŁASTOW,6
WŁOSINSKA,6
WŁOŚCIAK,6
WŁOŚCIANKO,6
WNUCZKOWSKA,6
WOCŁOW,6
WODCZYC,6
WODEK,6
WODICZ,6
WODOSŁAWSKA,6
WODZIANOWSKA,6
WOHLFEILER,6
WOHLFELD,6
WOHN,6
WOICZIK,6
WOIDA,6
WOIKE,6
WOISZ,6
WOITALIEK,6
WOJANCZYK,6
WOJCIECHOWSKA-BORUTA,6
WOJEGO,6
WOJEK,6
WOJEWODKA,6
WOJKÓWKA,6
WOJKSZNIA,6
WOJRACH,6
WOJSCZYK,6
WOJSKONOWICZ,6
WOJSZCZUK,6
WOJTACHNO,6
WOJTAKAJTIS,6
WOJTALUK VEL BOCZKALUK,6
WOJTARA,6
WOJTEL,6
WOJTONISZAK,6
WOKAL,6
WOLANDT,6
WOLANSKA,6
WOLBERGIER,6
WOLISZYN,6
WOLLBOLDT,6
WOLLENSZLEGER,6
WOLLERMANN,6
WOLMAŃSKA,6
WOLNIC,6
WOLNIOK,6
WOLOSEK,6
WOLREITER,6
WOLSCHLAEGER,6
WOLSZCZAKOWSKA,6
WOLSZCZYNIAK,6
WOLTMANOWSKA,6
WOLTON,6
WOLUSZEWSKA,6
WOŁĄSIEWICZ,6
WOŁCZASTA,6
WOŁCZOK,6
WOŁŁK-ŁANIEWSKA,6
WOŁNA,6
WOŁODZIK,6
WOŁOSIANKA,6
WOŁOSZYNIUK,6
WOŁOT,6
WOŁOWIŃSKA,6
WOŁOŻONEK,6
WOŁYNIK,6
WOŁYŃSZCZAK,6
WOMELA,6
WON,6
WONDEK,6
WONDRASZEK,6
WONIAK,6
WONTRUCH,6
WOODARD,6
WORAKOMSKA,6
WORNBARD,6
WORONKIN,6
WOROTYNIEC,6
WOROWIEC,6
WORPIC,6
WORSZYCKA,6
WORTHINGTON,6
WORTMAN,6
WOSCHNIK,6
WOSINKIEWICZ,6
WOSTALEWSKA,6
WOSZCZUŁA,6
WOŚTO,6
WOTEJNIA,6
WOYTON,6
WOZNICKI,6
WOZNICZKO,6
WOŹNIAK-MAJEWSKA,6
WOŹNISZCZUK,6
WOŻBIŃSKA,6
WÓJCIK-BARAN,6
WÓJCIK-DĄBROWSKA,6
WÓJCIK-MAZUR,6
WÓJCIK-MIRSKA,6
WÓJECZKO,6
WÓTKIEWICZ,6
WÓZ,6
WÖHLER,6
WÖLLER,6
WRATNY,6
WRBKA,6
WRĘCZYŃSKA,6
WROCŁAWCZYK,6
WRONIERSKA,6
WROTNICKA,6
WRYCZA-REKOWSKA,6
WRZAL VEL KOSOWSKA,6
WRZOSIK,6
WSTĘPIEŃ,6
WSZOLAK,6
WSZYNDYBYŁ,6
WSZYWKOW,6
WUDARA,6
WUJASZ,6
WUJTAK,6
WURCBACHER,6
WURL,6
WUSZCZEWSKA,6
WUZEK,6
WUZIAK,6
WYATT,6
WYBORNY,6
WYCKE,6
WYDRYCKA,6
WYDUCH,6
WYGNAŃCZUK,6
WYGRANOWSKA,6
WYKIERSKA,6
WYKRYTOWICZ,6
WYLEGALA,6
WYLENCZEK,6
WYLEWA,6
WYMAN,6
WYMAZAŁ,6
WYMOCZYŁ,6
WYPUŚĆ,6
WYROŻEMBSKA,6
WYRWA-WOJTKOWSKA,6
WYRZUTOWICZ,6
WYRZYKOWICZ,6
WYSATA,6
WYSKIL,6
WYSLUCH,6
WYSOCKA-KOWALSKA,6
WYSOKIŃSKA-NGUYEN,6
WYSTEMPSKA,6
WYSZANOWSKA,6
WYSZOWADZKA,6
WYSZUMIAŁA,6
WYSZYŃSKA-KARŁOSKA,6
WYTULANI,6
WYTYSZKIEWICZ,6
WYWAL,6
WYZINKIEWICZ,6
XHANGO,6
XI,6
YAHYAOUI,6
YAKIBCHUK,6
YAKIMCHYK,6
YAKUSIK,6
YAM,6
YAMASAKI,6
YAMAZAKI,6
YAMPOLSKY,6
YANACHKINA,6
YANCHENKO,6
YANEVYCH,6
YANIK,6
YANIUK,6
YANKEVYCH,6
YANKIVSKA,6
YANKOVICH,6
YARDIMCI,6
YARYSH,6
YASNITSKA,6
YASSINE,6
YATSKEVYCH,6
YAVDOSHNYAK,6
YAVOR,6
YAZDANI,6
YEDIGARYAN,6
YEHEZKEL,6
YEMTSEVA,6
YERMAKOVICH,6
YERMOLAIEVA,6
YEROKHINA,6
YEUNG,6
YEVCHENKO,6
YEVPAT,6
YEVYCH,6
YUSHCHYK,6
YUZIUK,6
YÜCE,6
ZABDERZ,6
ZABINSKA,6
ZABIROWSKA,6
ZABKIEWICZ,6
ZABOLSKA,6
ZABRODSKA,6
ZABRONNA,6
ZABROWARNY,6
ZACHARKIW,6
ZACHAROWA,6
ZACHARSKIW,6
ZACHARYCZ,6
ZACHĘŚ,6
ZACHMYRDA,6
ZACHOS,6
ZACZYŃSKI,6
ZADAJ,6
ZADERETSKA,6
ZADKOWSKA,6
ZADOR,6
ZAFRIR,6
ZAFT,6
ZAGDAJ,6
ZAGILSKA,6
ZAGŁOBA-ZYGLER,6
ZAGŁOBSKA,6
ZAGÓRECKA,6
ZAGÓRZAŃSKA,6
ZAGRABELNA,6
ZAGUBA,6
ZAHACKA,6
ZAHARAŃSKA,6
ZAHER,6
ZAHORBEŃSKA,6
ZAHOREŃKO,6
ZAHOTYNIEC,6
ZAID,6
ZAJĄCZKOWSKA-MATEJKO,6
ZAJĄCZYŃSKA,6
ZAJCHERT,6
ZAJCZENKO,6
ZAJDEMAN,6
ZAJDZIK,6
ZAJNERT,6
ZAJOSZ,6
ZAJUNC,6
ZAKALSKA,6
ZAKAMAREK,6
ZAKARIA,6
ZAKARIAN,6
ZAKARIEVA,6
ZAKHOZHA,6
ZAKIDALSKA,6
ZAKLEWSKA,6
ZAKOWSKA,6
ZAKROCZYŃSKA,6
ZAKRZYCZKOWSKA,6
ZAKWIEJA,6
ZAKY,6
ZALAPANA,6
ZALEJKO,6
ZALEZIŃSKA,6
ZALICIŃSKA,6
ZALZBERG,6
ZAŁĘDZKA,6
ZAMARAJEW,6
ZAMBEL,6
ZAMERFELD,6
ZAMOJDZIK,6
ZAMORYŁO,6
ZAMOŹNIAK,6
ZANDMAN,6
ZANIEWICKA,6
ZANNIER,6
ZANYK,6
ZAPALEC,6
ZAPARCIŃSKA,6
ZAPEL,6
ZAPŁATKA,6
ZAPOLSKI,6
ZAPOŁUCH,6
ZAPOTICHNA,6
ZARAN,6
ZAREJKO,6
ZARIA-ZARINE,6
ZAROWSKA,6
ZARUTSKA,6
ZARYCZ,6
ZARYWNA,6
ZARZEMBŁOWSKA,6
ZARZEMBSKA,6
ZARZĘBSKA,6
ZARZYKOWSKA,6
ZASIDKO,6
ZASTRUSZNA,6
ZAŚCIŃSKA,6
ZATONOW,6
ZATÓWKA,6
ZAUSZ,6
ZAVADIL,6
ZAVATSKA,6
ZAWADO,6
ZAWADZICZ,6
ZAWALIK,6
ZAWALNIUK,6
ZAWARDKA,6
ZAWISŁOWSKA,6
ZAWORONEK,6
ZAZDRZYKOWSKA,6
ZAZE,6
ZĄBROWICZ,6
ZBERAZ,6
ZBEREŚCIŃSKA,6
ZBIECIAK,6
ZBIEGŁA,6
ZBIERADA,6
ZBIETKA,6
ZBIROS,6
ZBORON,6
ZBORZĘCKA,6
ZBRANIECKA,6
ZBRAŃSKA,6
ZBROZIŃSKA,6
ZBROŻYŃSKA,6
ZBURALSKA,6
ZBYRA,6
ZDAJEWSKA,6
ZDARZIL,6
ZDERKO,6
ZDOBIAK,6
ZDÓNEK,6
ZDROZIS,6
ZDUBEK,6
ZDYP,6
ZDZIACH,6
ZDZIENIECKA,6
ZDZIER,6
ZDZIOBŁOSKA,6
ZDZISŁOWICZ,6
ZDŻAŁKA,6
ZEBRAŃSKA,6
ZEČEVIĆ,6
ZEGARŁOWSKA,6
ZEHM,6
ZEHNAL,6
ZEIDEL,6
ZEINEDDINE,6
ZEJEWSKA,6
ZEKI,6
ZEKIĆ,6
ZELAZNY,6
ZELENT-MOCNA,6
ZELEVSKI,6
ZELICHMAN,6
ZELIGER,6
ZELINGIER,6
ZELKOWIER,6
ZEMENZ,6
ZEMLEDUCH,6
ZEMLIANSKA,6
ZEMMER,6
ZENDEK,6
ZENFT,6
ZENGIEL,6
ZENTALA,6
ZEREBIEC,6
ZERKAL,6
ZESZOT,6
ZETKOWSKA,6
ZEYER,6
ZGAINSKA,6
ZGLEŃSKA,6
ZGLINICKI,6
ZGÓRZEC,6
ZGURECKA,6
ZHMAK,6
ZHUPNYK,6
ZHURAVCHAK,6
ZHYLINSKA,6
ZIBUR,6
ZICHER,6
ZIEBEKER,6
ZIEBERT,6
ZIEGELHEIM,6
ZIEGENLAUB,6
ZIEGER,6
ZIELAZO,6
ZIELENIN,6
ZIELICH,6
ZIELINIACKA,6
ZIELIŃSKA-ADAMCZYK,6
ZIELIŃSKA-BARAN,6
ZIELIŃSKA-KRAWCZYK,6
ZIELIŃSKA-LIS,6
ZIELIŃSKA-PIETRZAK,6
ZIEMBLEWICZ,6
ZIEMBO,6
ZIEMERT,6
ZIEMEY,6
ZIEMIAŁKOWSKA,6
ZIEMIEŃCZUK,6
ZIEMIEŃSKA,6
ZIEMIESZKIEWICZ,6
ZIEMISZEWSKA,6
ZIEMLANIKOW,6
ZIEMŁO,6
ZIENCZUK,6
ZIENOWSKA,6
ZIENTARZEWSKA,6
ZIERAŁKO,6
ZIESKE,6
ZIETHEN,6
ZIETLOW,6
ZIĘBA-DRZYMALSKA,6
ZIGANOWSKA,6
ZIGERT,6
ZIGGEL,6
ZIGLER,6
ZIGOWSKA,6
ZILBEROWICZ,6
ZILBOROWICZ,6
ZILKA,6
ZILZ,6
ZIMAŁA,6
ZIMERSKA,6
ZIMIERMAN,6
ZIMOSKA,6
ZIMOWSKI,6
ZIMPEL,6
ZINIK,6
ZINTKIEWICZ,6
ZIOBROWSKI,6
ZIOBRYNIEWICZ,6
ZIOBRZYŃSKA,6
ZIOŁTKOWSKA,6
ZIPCER,6
ZIREBIEC,6
ZIRNGIEBL,6
ZIROTZKA,6
ZISOPULU,6
ZIUBRYNOWICZ,6
ZLEBITA,6
ZLENKO,6
ZLEPKO,6
ZŁOMKA,6
ZŁOTOCKA,6
ZMARŻLAK,6
ZMIAROWSKA,6
ZMIDZIŃSKA,6
ZMIENIECKA,6
ZNAIŃSKA,6
ZNAJSZŁA,6
ZOELLMER,6
ZOGAŁA,6
ZOLDI,6
ZOLMAN,6
ZOLONDEK,6
ZOLOTAR,6
ZOSIMOWICZ,6
ZOTIN,6
ZOTÓW,6
ZOTYKA,6
ZOUAOUI,6
ZOUBEK,6
ZOWADE,6
ZOWIECKA,6
ZOYKE,6
ZOZOŃ,6
ZRAJKO,6
ZRAŁCZYK,6
ZRAŁKO,6
ZREBNY,6
ZROMBKOWSKA,6
ZUBAR,6
ZUBAREWICZ,6
ZUBCZEWSKA-BOGDANOW,6
ZUBIEŃ,6
ZUBOVA,6
ZUCHAJEWICZ,6
ZUDAI,6
ZUI,6
ZULAUF,6
ZUPER,6
ZUPIŃSKA,6
ZUROVAC,6
ZUYEVA,6
ZÜGER,6
ZVENYHORODSKA,6
ZVIAHINTSEVA,6
ZWADZISZEWSKA,6
ZWEIFFEL,6
ZWETLER,6
ZWIENCZAK,6
ZWIESZKOWSKA,6
ZWIŻCHLEWSKA,6
ZYBCER,6
ZYBORT,6
ZYCHAJŁO,6
ZYCHSKA,6
ZYGLA,6
ZYGNIERSKA,6
ZYGRENT,6
ZYJER,6
ZYLC,6
ZYLSKA,6
ZYNDERMAN,6
ZYNELT,6
ZYNKA,6
ZYPRYCH,6
ZYSMAN,6
ZYWERTOWSKA,6
ZYZNO,6
ŹDZIOBEK,6
ŻABA-ŻABIŃSKA,6
ŻABCZYK,6
ŻABIELSKA,6
ŻAGUN,6
ŻAJKO,6
ŻALNIERUNAS,6
ŻALSKA,6
ŻANDARA,6
ŻANDARMÓW,6
ŻANDECKA,6
ŻĄDEŁ,6
ŻĄTEK,6
ŻEGLIŃ,6
ŻEGOCIŃSKA,6
ŻEGOD,6
ŻELADONIS,6
ŻELASKIEWICZ,6
ŻELASZCZAK,6
ŻELAZOW,6
ŻELENGOWSKA,6
ŻELEWA,6
ŻELIZKOWICZ,6
ŻELJAZKOW,6
ŻELNIA,6
ŻELUBOWSKA,6
ŻELWETRA,6
ŻELWETRO,6
ŻEŁTOK,6
ŻEMLIŃSKA,6
ŻEMOJĆ,6
ŻERULIK,6
ŻESZOT,6
ŻEWORONEK,6
ŻMICHROWSKA,6
ŻMIENKO,6
ŻMIJKO,6
ŻMITROWICZ,6
ŻMUJDA,6
ŻOCHOWSKI,6
ŻOGA,6
ŻOJC,6
ŻOŁKOWSKA,6
ŻOŁNECKO,6
ŻOŁNIER,6
ŻOŁOBAJLUK,6
ŻOŁUDZIEWICZ,6
ŻOR,6
ŻORUŃ,6
ŻÓŁKWA,6
ŻÓŁTOGÓRSKA,6
ŻUBRZAK,6
ŻUDZIEWICZ,6
ŻUKIERT,6
ŻULIŃCZUK VEL ZIELEŃCZUK,6
ŻURAWLOW,6
ŻURAWSKA VEL GRAJEWSKA,6
ŻURAWSKA-ZAROBSKA,6
ŻURNER,6
ŻURYCH,6
ŻUSZEK,6
ŻWIRBEL,6
ŻYCZYCA,6
ŻYDANIS,6
ŻYDKOWIAK,6
ŻYDOŃ,6
ŻYDZIS,6
ŻYGADŁOWSKA,6
ŻYGALUK,6
ŻYGIEWICZ,6
ŻYGILEWICZ,6
ŻYŁANIEC,6
ŻYŁYSZYN,6
ŻYMEŁA,6
ŻYNDŻO,6
ŻYRMONT,6
ŻYRÓW,6
ŻYSKO,6
ŻYWNICKA,6
ŻYŻYCZ,6
AAS,5
AASAR,5
ABAALI,5
ABAH,5
ABAKUMOVA,5
ABBASOVA,5
ABDEL HAMID,5
ABDELKADER,5
ABDELRAHMAN,5
ABDOWICZ,5
ABDUL-RAHMAN,5
ABDUSALAMOVA,5
ABEBE,5
ABEC,5
ABERG,5
ABIŃSKA,5
ABŁASEWICZ,5
ABOOD AL HASSANI,5
ABOU AMOU,5
ABOU SALEH,5
ABRAMAJTYS,5
ABRAMOV,5
ABRAMOVYCH,5
ABRAMOWSKI,5
ABROLAT,5
ABSALAM,5
ABU LOUZ,5
ABU-EISHEH,5
ABULAFIA,5
ABUSHAMMALH,5
ABYZOW,5
ACHRUK,5
AÇIL,5
ADAJEWA,5
ADAMASCHEK,5
ADAMCZESKA,5
ADAMCZEWSKA VEL ADAMCZAK,5
ADAMCZYK-MAJEWSKA,5
ADAMIDIS,5
ADAMIEC-GRACKA,5
ADAMIENIA,5
ADAMOSKA,5
ADAR,5
ADARCZYN,5
ADDO,5
ADHAMI,5
ADIGWE,5
ADLĄG,5
ADLEWSKA,5
ADNAN,5
ADRIAŃSKA,5
ADRYA,5
ADRYAŃSKA,5
ADUROWICZ,5
ADZIŃSKA,5
AFANASEVA,5
AFANASZAK,5
AFFANASOWICZ,5
AFICKA,5
AFRIM,5
AFTAMIENKO,5
AGACIŃSKI,5
AGAJEW,5
AGAPOVA,5
AGNYZIAK,5
AGRAWAL,5
AGYEMANG,5
AHARKOVA,5
AHARON,5
AHEIEVA,5
AHLGREN,5
AHMADOVA,5
AHMETAJ,5
AHMO,5
AHNE,5
AHRENDT,5
AHSAN,5
AI,5
AIGNER,5
AINA,5
AINZYCHART,5
AISSAT,5
AISZ,5
AJCHNER,5
AJDAROW,5
AJDUKONIS,5
AJNBINDER,5
AJNZYHART,5
AJON,5
AJRYSZ,5
AJSBERG,5
AJZNER,5
AJZYNBAŁ,5
AKARTEL,5
AKCIKAN,5
AKÇAY,5
AKGÖL,5
AKHREM,5
AKHTAEVA,5
AKHTER,5
AKIF,5
AKINMOLAYAN,5
AKKERMAN,5
AKMIN,5
AKOPYAN,5
AKOVA,5
AKPAN,5
AKROUT,5
AKSAKAL,5
AKSELRAD,5
AKSIENIONEK,5
AKSZTEROWICZ,5
AKTABOSKA,5
AKTAN,5
AKTANOROWICZ,5
AKTAS,5
AKUSZ,5
AL ABBAS,5
AL SAAD,5
AL TLFAH,5
AL-ALI,5
ALAN,5
AL-ASKARI,5
AL-BADRI,5
ALBANO,5
ALBARAZI,5
ALBERCZIOK,5
ALBRESZYŃSKA,5
ALBUS,5
ALCARAZ,5
ALDOORY,5
ALEKSEIENKO,5
ALEKSIĆ,5
ALEKSIEJONEK,5
ALEKSIEJUN,5
ALEKSIN,5
ALEKSJEW,5
ALESIK,5
ALESZCZERIKOWSKA,5
ALEXANDROVA,5
ALFIŃSKA,5
ALFORD,5
ALFRED,5
ALGAWAM,5
ALGEROWICZ,5
ALGERT,5
ALGIERD,5
AL-HAMIS,5
ALHARBI,5
ALHASSAN,5
AL-HUTHI,5
ALIA,5
ALIMANOVIĆ,5
AL-KANTAR,5
AL-KHAMERI,5
ALLA,5
ALLAF,5
ALLANI,5
ALLINSON,5
ALLOUSH,5
AL-NATOUR,5
ALNIEWICZ,5
ALOCHNO,5
ALP,5
ALPER,5
ALPERIN,5
ALPERT,5
AL-QADI,5
AL-SALEH,5
ALSAYED,5
ALTAŞ,5
ALTBERG,5
ALTNEDER,5
ALTOWĘGIER,5
ALTUNTAS,5
ALWAN,5
ALZAYANY,5
AMAGOVA,5
AMAJEWA,5
AMANI,5
AMANKOWICZ,5
AMAR,5
AMARAL,5
AMARNANI,5
AMBARTSUMYAN,5
AMBERG,5
AMBON,5
AMBRĄŻY,5
AMBROGIO,5
AMBROZIAK VEL MROZOWICZ,5
AMBUR,5
AMBURGER,5
AMELCHANKA,5
AMENT,5
AMERMAJSTER,5
AMES,5
AMETI,5
AMITAI,5
AMITAY,5
AMMARI,5
AMMON,5
AMMOUR,5
AMORUSO,5
AMPLEWSKA,5
AMPUKAEVA,5
AMRASZKIEWICZ,5
AMRHEIN,5
AMRÓŻKIEWICZ,5
ANAÇ,5
ANANIAS,5
ANANICZEW,5
ANANKO,5
ANASYCHIN,5
ANATSKA,5
ANCYPAROWICZ,5
ANDERL,5
ANDLAUER,5
ANDRACH,5
ANDREANI,5
ANDREASYAN,5
ANDREATTO-JEDNORÓG,5
ANDREICHENKO,5
ANDREJEVA,5
ANDREYKO,5
ANDRIIETS,5
ANDRJANIK,5
ANDRJAŃCZYK,5
ANDRONANIS,5
ANDROSCH,5
ANDRULANIS,5
ANDRUNIÓW,5
ANDRUSEVICH,5
ANDRUSIW,5
ANDRYCHÓW,5
ANDRZEJCZAK VEL JĘDRZEJCZAK,5
ANDRZEJUK-SAWICKA,5
ANGIELEWSKA,5
ANGLENIK,5
ANGRICK,5
ANGSZTRAJCH,5
ANGURENT,5
ANGUTEK,5
ANHUT,5
ANIELSKA-MAZUR,5
ANIEWICZ,5
ANIKIEJCZYK,5
ANISHCHUK,5
ANISIMOW,5
ANISZCZUK,5
ANJUM,5
ANKOWITSCH,5
ANKUD,5
ANNIS,5
ANNISSIMO,5
ANNONI,5
ANNYKIEL,5
ANOLAK,5
ANTASZEK,5
ANTICHOWICZ,5
ANTIPIUK,5
ANTOINE,5
ANTONIADIS,5
ANTONIAN,5
ANTONIČ,5
ANTONIEW,5
ANTONINAS,5
ANTONOV,5
ANTROSZENKO,5
ANTULSKA,5
ANWAND,5
ANYŻEK,5
AOUN,5
APACKA,5
APAK,5
APANASENKO,5
APCEWICZ,5
APINYAN,5
APITZ,5
APLEWICZ,5
APOLINARZAK,5
APORIUS,5
APOROWICZ,5
APREA,5
APRESYAN,5
APRO,5
APUNIK,5
AQUINO,5
ARABACZJAN,5
ARACI,5
ARAFAT,5
ARAKI,5
ARAMYAN,5
ARAN,5
ARASIUK,5
ARAZI,5
ARBSZAJTIS,5
ARCELIBAS,5
ARCEWICZ,5
ARCHANIUK,5
ARCHIPIENKO,5
ARCIEMIUK,5
ARCIMIENKO,5
ARCINOWSKA,5
ARCON,5
ARCUSCHIN,5
ARDALIĆ,5
ARDELEAN,5
ARDITI,5
AREFIEVA,5
ARENDARCHUK,5
ARENHÖVEL,5
ARĘDARCZYK,5
ARGIROWA,5
ARGO,5
ARIELY,5
ARION,5
ARKANÓW,5
ARKULISZ,5
ARKUSIEWICZ,5
ARLET-GŁOWACKA,5
ARMANDO,5
ARMATEZ,5
ARNAOUT,5
ARNAS,5
ARNASIEWICZ,5
ARNATOWICZ,5
ARNESEN,5
ARNO,5
ARONSSON,5
AROSIMCZYK,5
ARROWSMITH,5
ARSZ,5
ARTAJEW,5
ARTECH,5
ARTIUKHOVA,5
ARTOMOVA,5
ARTSIUKH,5
ARTSUEVA,5
ARTYNIUK,5
ARTYSZEWSKA,5
ARVANITIS,5
ASCHICK,5
ASIEWICZ,5
ASŁAN,5
ASMANN,5
ASRYAN,5
ASSBURY,5
ASSENDRICH,5
ASSENOV,5
ASTAPCHYK,5
ASTAPOWICZ,5
ASZTEBORSKA,5
ASZUREK,5
ATALAR,5
ATAMAS,5
ATANASIADIS,5
ATANAZIEWICZ,5
ATCHESON,5
ATELMAN,5
ATHERTON,5
ATŁASIEWICZ,5
ATOWSKA,5
ATÓWKO,5
ATSAEVA,5
ATSMON,5
ATTIYA,5
ATZENI,5
AUDYKOWICZ,5
AUDZEI,5
AUGEREAU,5
AUGSTEN,5
AUGUFF,5
AUGUSTIK,5
AUGUSTINCIC,5
AUGUSTÓW,5
AUKSZTUKANIS,5
AUMŰLLER,5
AURANG,5
AURELIO,5
AURIEMMA,5
AUSHEVA,5
AUTOWICZ,5
AVERBUCH,5
AVILA,5
AVILOVA,5
AWADALLAH,5
AWDJENKO,5
AWDYMIRZEC,5
AWENIK,5
AWERKOWICZ,5
AWIŁOWSKA,5
AWŁOSEWICZ,5
AWSIEJ,5
AWSIEJENKO,5
AWUKU,5
AYACHI,5
AYALON,5
AYDAMIROVA,5
AYDOĞDU,5
AYERS,5
AYYAD,5
AYYILDIZ,5
AZATYAN,5
AZENCOT,5
AZIULEWICZ,5
AZUKA,5
AZZI,5
ÁBRAHÁM,5
BAAJ,5
BAARS,5
BABAIAN,5
BABARYKA,5
BABCZYN,5
BABERSKA,5
BABICKI,5
BABIRZECKA,5
BABITSKAYA,5
BABKOVA,5
BABRECKA,5
BABROUSKAYA,5
BABRYŁA,5
BACHLEDA-BŁASZCZAK,5
BACHLEDA-ZAWACKA,5
BACHOTA,5
BACHOWSKI,5
BACHÓRZEWSKA,5
BACHURINA,5
BACHYN,5
BACIURN,5
BACKES,5
BACZAKIEWICZ,5
BACZAŁA,5
BAĆKORA,5
BADAŁOW,5
BADAWY,5
BADDA,5
BADGER,5
BADNER,5
BADRI,5
BADULAK,5
BADYKUŁA,5
BADYLOWSKA,5
BADZAJ,5
BADŹMIERA,5
BAESEL,5
BAGATELLA,5
BAGEHORN,5
BAGILC,5
BAGNIŃSKA,5
BAGRODZKA,5
BAGUN,5
BAHA,5
BAHDZEVICH,5
BAHLYK,5
BAHRY,5
BAIDATSKA,5
BAIDIUK,5
BAINBRIDGE,5
BAISINGER,5
BAJBAKOW,5
BAJCZUK,5
BAJDOCHA,5
BAJGIERT,5
BAJKUDI,5
BAJNAR,5
BAJRAN,5
BAJRASZ,5
BAJSTAK,5
BAJTYNGIER,5
BAKAREL,5
BAKERA,5
BAKHAREVA,5
BAKHURSKA,5
BAKI,5
BAKIENSZTOS,5
BAKRO,5
BAKULINA,5
BAKUSZKA,5
BALACZ,5
BALAJ,5
BALAJI,5
BALAKHONOVA,5
BALAKHTAR,5
BALAKLEJEWSKA,5
BALALYA,5
BALANOWSKA,5
BALAŻ,5
BALÁŽOVÁ,5
BALCIOGLU,5
BALCZERCZYK,5
BALDINI,5
BALDOWSKI,5
BALDUJEW,5
BALDYSIAK,5
BALEŃ,5
BALING,5
BALITOWSKA,5
BALKAO,5
BALLASCHK,5
BALLERSTEDT,5
BALLMANN,5
BALLOWSKA,5
BALMACEDA,5
BALOGOVÁ,5
BALOUL,5
BALTAS,5
BALTAZIEWICZ,5
BALTRUSZA,5
BALUNAS,5
BALYNSKA,5
BALZAREK,5
BAŁABANIAK,5
BAŁABANOW,5
BAŁABASZ,5
BAŁABAT,5
BAŁAKIREW,5
BAŁAMONCZEK,5
BAŁC,5
BAŁCZYK,5
BAŁDYCKA,5
BAŁDYSZKO,5
BAŁT,5
BAŁTENBACH,5
BAŁTRO,5
BAŁTRUCZYK,5
BAŁTULIS,5
BAŁWAN,5
BAMBARA,5
BAMBERG,5
BAMBOROWICZ,5
BANALAK,5
BANATOWICZ,5
BANBURSKA,5
BANDI,5
BANDRIVSKA,5
BANDT,5
BANDURÓW,5
BANDYOPADHYAY,5
BANDZIA,5
BANDZIUL,5
BANGURA,5
BANKROWICZ,5
BANU,5
BANULEWICZ,5
BAŃCZOWSKA,5
BAŃKOSKA,5
BARACHOW,5
BARACHOWSKA,5
BARANENKO,5
BARANNIK,5
BARANNYK,5
BARANSKI,5
BARANYK,5
BARBARCZUK,5
BARBOUR,5
BARBULANT,5
BARBUTA,5
BARCELAK,5
BARCHE,5
BARDACHOWSKA,5
BARDOGA,5
BARDUN,5
BARDZAŁ,5
BARDZICKA,5
BARDŹ,5
BAREWSKA,5
BARGIELA,5
BARGIELSKI,5
BARI,5
BARKAI,5
BARKO,5
BARKOWSKI,5
BARLAS,5
BARLETTA,5
BARMANN,5
BARNASZUK,5
BARNYCH,5
BARO,5
BAROK,5
BAROWSKI,5
BARSHCHEUSKAYA,5
BARSOW,5
BARSTA,5
BARSZCZEWSKI,5
BARTIG,5
BARTKOVA,5
BARTKUS,5
BARTLING,5
BARTOSSEK,5
BARTOWSKA,5
BARTRZAK,5
BARTUSZIŃSKA,5
BARWULSKA,5
BARYLSKI,5
BARYSAVA,5
BARYSHNIKOVA,5
BASAJEWSKA,5
BASAMAN,5
BASARABÓW,5
BASELIDES,5
BASHKOVA,5
BASITA,5
BASIUKAJC,5
BASIURKA,5
BASKHANOVA,5
BASNER,5
BASNET,5
BASSO,5
BASSY,5
BASSZARABA,5
BASTIAN-BRZEZIŃSKA,5
BASTIGKEIT,5
BASTIN,5
BASZEK,5
BASZKA,5
BASZŁAMINOW,5
BAŞARAN,5
BATALION,5
BATCHELOR,5
BATE,5
BATEN,5
BATICH,5
BATJARGAL,5
BATŁUK,5
BATOREWICZ,5
BATSAIKHAN,5
BATSUKH,5
